AGE,YOJ,INCOME,TRAVTIME,CAR_USE,BLUEBOOK,CAR_TYPE,RED_CAR,MVR_PTS,CAR_AGE,URBANICITY,RISK_VALUE
32.0,13.0,21204.0,10,Private,13450.0,Minivan,no,2,1.0,Highly Urban/ Urban,4
46.0,12.0,28996.0,60,Private,9200.0,Minivan,no,1,9.0,Highly Urban/ Urban,5
58.0,12.0,181620.0,45,Commercial,23730.0,Pickup,no,0,16.0,Highly Urban/ Urban,9
36.0,19.0,34658.0,25,Commercial,8290.0,SUV,no,7,1.0,Highly Urban/ Urban,5
38.0,12.0,0.0,36,Commercial,21030.0,Pickup,no,0,7.0,Highly Rural/ Rural,6
46.0,12.0,132651.0,11,Private,1500.0,SUV,no,1,12.0,Highly Urban/ Urban,5
43.0,15.0,74518.0,39,Private,23170.0,Minivan,no,5,1.0,Highly Urban/ Urban,6
33.0,15.0,17686.0,19,Private,6570.0,SUV,no,3,5.0,Highly Urban/ Urban,4
44.0,10.0,39077.0,41,Private,12880.0,SUV,no,0,1.0,Highly Rural/ Rural,5
38.0,9.0,10631.0,61,Private,8290.0,SUV,no,3,6.0,Highly Rural/ Rural,5
45.0,15.0,28725.0,51,Private,6000.0,SUV,no,0,1.0,Highly Rural/ Rural,4
36.0,12.0,17663.0,61,Private,20020.0,SUV,no,0,6.0,Highly Rural/ Rural,5
42.0,8.0,85664.0,18,Private,5700.0,Sports Car,no,0,1.0,Highly Urban/ Urban,6
39.0,12.0,46674.0,42,Private,12330.0,SUV,no,0,1.0,Highly Urban/ Urban,5
48.0,11.0,29702.0,46,Commercial,22700.0,SUV,no,1,8.0,Highly Rural/ Rural,6
57.0,0.0,0.0,38,Private,7200.0,SUV,no,1,8.0,Highly Urban/ Urban,6
31.0,12.0,33782.0,17,Private,4600.0,Sports Car,no,0,5.0,Highly Urban/ Urban,4
18.0,0.0,0.0,52,Private,9970.0,SUV,yes,7,1.0,Highly Urban/ Urban,6
38.0,10.0,44809.0,26,Private,9780.0,SUV,no,0,8.0,Highly Urban/ Urban,5
43.0,13.0,97542.0,33,Commercial,21040.0,Minivan,yes,2,7.0,Highly Urban/ Urban,7
53.0,7.0,34730.0,5,Private,10270.0,SUV,no,1,1.0,Highly Urban/ Urban,5
53.0,10.0,74826.0,51,Commercial,25900.0,Minivan,no,0,1.0,Highly Rural/ Rural,6
56.0,9.0,67620.0,24,Private,20500.0,SUV,no,0,17.0,Highly Urban/ Urban,8
46.0,8.0,51822.0,30,Private,7870.0,SUV,no,0,1.0,Highly Urban/ Urban,5
23.0,12.0,14307.0,49,Private,2930.0,Minivan,no,4,1.0,Highly Urban/ Urban,5
20.0,10.0,38681.0,64,Private,17010.0,SUV,yes,10,10.0,Highly Urban/ Urban,7
53.0,13.0,24992.0,38,Private,5400.0,Pickup,no,0,6.0,Highly Urban/ Urban,6
39.0,0.0,0.0,19,Private,22050.0,Minivan,yes,2,1.0,Highly Urban/ Urban,4
52.0,7.0,33560.0,26,Commercial,10060.0,Pickup,yes,0,9.0,Highly Urban/ Urban,7
39.0,0.0,0.0,56,Private,5400.0,SUV,no,0,9.0,Highly Rural/ Rural,5
33.0,0.0,0.0,27,Private,11360.0,Sports Car,no,0,1.0,Highly Rural/ Rural,4
32.0,9.0,42018.0,12,Private,18600.0,SUV,no,4,8.0,Highly Urban/ Urban,6
45.0,0.0,0.0,22,Commercial,8620.0,Pickup,no,0,8.0,Highly Rural/ Rural,5
38.0,10.0,0.0,29,Private,11310.0,SUV,no,1,1.0,Highly Urban/ Urban,5
58.0,15.0,3256.0,60,Private,18400.0,Minivan,no,1,1.0,Highly Rural/ Rural,5
35.0,11.0,47643.0,34,Private,5000.0,SUV,no,0,1.0,Highly Urban/ Urban,4
38.0,12.0,21852.0,32,Private,17450.0,Minivan,no,1,1.0,Highly Urban/ Urban,4
55.0,12.0,63376.0,25,Commercial,13340.0,SUV,no,2,14.0,Highly Rural/ Rural,5
51.0,7.0,70195.0,71,Private,18950.0,Van,no,2,8.0,Highly Urban/ Urban,7
41.0,11.0,96813.0,14,Commercial,24300.0,Panel Truck,yes,3,7.0,Highly Urban/ Urban,7
53.0,5.0,154099.0,25,Commercial,29330.0,Van,no,0,16.0,Highly Urban/ Urban,8
45.0,0.0,0.0,38,Private,23460.0,Minivan,no,2,1.0,Highly Urban/ Urban,5
38.0,9.0,34648.0,47,Commercial,10760.0,Pickup,no,2,1.0,Highly Rural/ Rural,5
29.0,11.0,47621.0,26,Commercial,17130.0,Minivan,no,6,1.0,Highly Urban/ Urban,5
47.0,0.0,0.0,52,Private,6200.0,Pickup,no,0,20.0,Highly Urban/ Urban,6
41.0,14.0,290846.0,41,Commercial,43280.0,Panel Truck,no,0,18.0,Highly Urban/ Urban,9
43.0,9.0,159443.0,20,Private,21740.0,Van,yes,3,5.0,Highly Urban/ Urban,6
44.0,14.0,118257.0,9,Private,5900.0,SUV,no,0,10.0,Highly Urban/ Urban,5
44.0,12.0,40711.0,33,Private,12250.0,Minivan,yes,0,8.0,Highly Urban/ Urban,6
31.0,12.0,31476.0,45,Private,7750.0,SUV,no,0,1.0,Highly Urban/ Urban,4
54.0,13.0,72289.0,44,Private,14130.0,Minivan,yes,5,1.0,Highly Urban/ Urban,6
34.0,15.0,14769.0,36,Private,17570.0,SUV,no,3,1.0,Highly Urban/ Urban,5
46.0,7.0,152992.0,21,Private,21400.0,Minivan,no,0,17.0,Highly Urban/ Urban,7
34.0,13.0,54488.0,34,Commercial,13360.0,SUV,no,0,1.0,Highly Urban/ Urban,5
53.0,14.0,49636.0,23,Commercial,8670.0,Minivan,yes,0,1.0,Highly Urban/ Urban,5
36.0,11.0,43680.0,17,Commercial,10220.0,SUV,no,0,6.0,Highly Urban/ Urban,6
48.0,0.0,0.0,30,Private,6300.0,SUV,no,0,9.0,Highly Urban/ Urban,5
40.0,15.0,74402.0,43,Commercial,8940.0,Pickup,no,2,7.0,Highly Urban/ Urban,6
51.0,14.0,24789.0,17,Private,10900.0,Minivan,no,4,10.0,Highly Urban/ Urban,4
35.0,10.0,38370.0,43,Private,24490.0,Minivan,no,3,7.0,Highly Urban/ Urban,6
50.0,12.0,4766.0,33,Private,6980.0,Minivan,yes,0,4.0,Highly Urban/ Urban,4
22.0,13.0,11047.0,47,Private,18770.0,SUV,no,0,8.0,Highly Urban/ Urban,6
61.0,11.0,127649.0,41,Private,14260.0,Sports Car,no,3,19.0,Highly Urban/ Urban,9
57.0,15.0,20635.0,33,Private,21110.0,SUV,no,0,1.0,Highly Rural/ Rural,5
34.0,10.0,14942.0,12,Commercial,12030.0,Pickup,yes,9,1.0,Highly Urban/ Urban,7
37.0,14.0,25513.0,6,Commercial,20890.0,Van,yes,1,1.0,Highly Urban/ Urban,5
44.0,13.0,89627.0,14,Private,14860.0,Minivan,yes,0,17.0,Highly Urban/ Urban,7
44.0,12.0,6591.0,33,Private,2160.0,SUV,no,2,1.0,Highly Urban/ Urban,4
47.0,12.0,101498.0,51,Commercial,11770.0,Pickup,yes,6,12.0,Highly Urban/ Urban,7
39.0,15.0,117244.0,42,Private,17780.0,Sports Car,no,2,14.0,Highly Urban/ Urban,6
40.0,10.0,0.0,58,Private,13710.0,Minivan,yes,0,1.0,Highly Rural/ Rural,5
60.0,17.0,35092.0,54,Commercial,20580.0,Van,yes,0,13.0,Highly Urban/ Urban,6
44.0,11.0,0.0,22,Private,16880.0,SUV,no,2,6.0,Highly Rural/ Rural,5
36.0,13.0,69223.0,19,Private,15340.0,Minivan,no,2,11.0,Highly Urban/ Urban,4
51.0,12.0,13275.0,30,Private,12850.0,Minivan,no,1,1.0,Highly Urban/ Urban,4
50.0,11.0,134152.0,5,Private,29550.0,Minivan,yes,1,11.0,Highly Urban/ Urban,5
49.0,14.0,74669.0,40,Private,14390.0,SUV,no,0,1.0,Highly Urban/ Urban,6
48.0,13.0,24713.0,11,Commercial,23550.0,Pickup,no,1,4.0,Highly Urban/ Urban,5
37.0,11.0,73941.0,6,Private,5200.0,Sports Car,no,4,10.0,Highly Urban/ Urban,5
39.0,12.0,44738.0,26,Private,29640.0,Minivan,no,3,10.0,Highly Rural/ Rural,3
47.0,14.0,0.0,56,Commercial,26430.0,Panel Truck,no,0,12.0,Highly Urban/ Urban,5
38.0,10.0,34734.0,38,Commercial,8770.0,Pickup,yes,4,14.0,Highly Rural/ Rural,5
39.0,14.0,51524.0,41,Private,32260.0,Van,no,0,1.0,Highly Urban/ Urban,5
48.0,14.0,37854.0,56,Private,17040.0,SUV,no,6,16.0,Highly Urban/ Urban,7
41.0,17.0,23097.0,17,Private,10910.0,SUV,no,6,1.0,Highly Urban/ Urban,5
39.0,0.0,0.0,41,Commercial,10070.0,SUV,no,6,14.0,Highly Urban/ Urban,5
53.0,11.0,76876.0,10,Commercial,17030.0,Van,yes,0,19.0,Highly Rural/ Rural,7
44.0,13.0,67373.0,35,Commercial,8780.0,Pickup,yes,0,1.0,Highly Urban/ Urban,6
35.0,12.0,69943.0,5,Commercial,11990.0,Pickup,yes,2,1.0,Highly Urban/ Urban,6
35.0,11.0,88298.0,66,Private,24240.0,Pickup,no,3,19.0,Highly Urban/ Urban,7
47.0,12.0,2916.0,62,Private,23720.0,Van,no,2,22.0,Highly Rural/ Rural,6
40.0,13.0,42507.0,35,Commercial,5500.0,SUV,no,0,8.0,Highly Rural/ Rural,5
39.0,12.0,39643.0,38,Private,22810.0,Minivan,no,0,11.0,Highly Urban/ Urban,4
39.0,11.0,43971.0,52,Private,16540.0,Minivan,no,1,1.0,Highly Urban/ Urban,4
63.0,14.0,106372.0,28,Commercial,35140.0,Pickup,yes,0,8.0,Highly Urban/ Urban,9
45.0,13.0,66508.0,44,Private,20120.0,Minivan,no,5,16.0,Highly Urban/ Urban,7
31.0,11.0,33483.0,26,Private,11690.0,SUV,no,5,6.0,Highly Rural/ Rural,5
51.0,12.0,37611.0,23,Private,1500.0,Sports Car,no,0,6.0,Highly Urban/ Urban,6
53.0,7.0,98678.0,25,Private,11650.0,SUV,no,0,1.0,Highly Rural/ Rural,5
52.0,10.0,55891.0,29,Private,17400.0,Van,no,0,14.0,Highly Urban/ Urban,5
46.0,10.0,82996.0,26,Private,14400.0,Minivan,yes,0,11.0,Highly Urban/ Urban,5
49.0,12.0,91922.0,30,Private,15590.0,Minivan,no,1,1.0,Highly Urban/ Urban,5
61.0,10.0,106108.0,36,Private,25320.0,Pickup,yes,0,16.0,Highly Urban/ Urban,9
57.0,12.0,161208.0,12,Private,15440.0,Minivan,no,0,9.0,Highly Urban/ Urban,7
45.0,12.0,67218.0,24,Private,28290.0,Minivan,no,3,12.0,Highly Urban/ Urban,4
25.0,14.0,18159.0,55,Private,15360.0,Minivan,yes,7,1.0,Highly Urban/ Urban,6
47.0,11.0,28163.0,22,Private,4320.0,Sports Car,no,0,5.0,Highly Urban/ Urban,5
38.0,16.0,57371.0,35,Private,7100.0,Sports Car,no,1,9.0,Highly Rural/ Rural,5
49.0,6.0,173894.0,8,Private,23790.0,Minivan,no,3,15.0,Highly Urban/ Urban,5
55.0,13.0,56227.0,40,Commercial,7000.0,SUV,no,7,1.0,Highly Urban/ Urban,7
50.0,13.0,21642.0,55,Private,8660.0,SUV,no,0,5.0,Highly Rural/ Rural,4
41.0,10.0,119354.0,34,Commercial,5600.0,Pickup,yes,4,18.0,Highly Urban/ Urban,9
47.0,10.0,28129.0,32,Private,11030.0,SUV,no,0,1.0,Highly Rural/ Rural,5
47.0,11.0,56256.0,25,Commercial,11830.0,Minivan,yes,1,1.0,Highly Urban/ Urban,6
40.0,8.0,20753.0,65,Private,8570.0,Sports Car,no,4,9.0,Highly Urban/ Urban,7
48.0,0.0,0.0,12,Private,15610.0,Sports Car,no,3,14.0,Highly Urban/ Urban,5
53.0,12.0,73849.0,24,Private,13350.0,Sports Car,no,1,1.0,Highly Urban/ Urban,6
37.0,12.0,85292.0,32,Private,13730.0,Minivan,yes,0,9.0,Highly Urban/ Urban,6
47.0,10.0,45023.0,27,Commercial,11440.0,Pickup,no,1,7.0,Highly Urban/ Urban,7
44.0,14.0,8928.0,27,Private,6790.0,SUV,no,0,1.0,Highly Urban/ Urban,4
19.0,6.0,5336.0,26,Private,11650.0,Sports Car,yes,7,1.0,Highly Urban/ Urban,7
68.0,14.0,50096.0,20,Private,11040.0,Sports Car,no,4,13.0,Highly Urban/ Urban,7
56.0,14.0,0.0,19,Private,14160.0,Minivan,no,0,15.0,Highly Urban/ Urban,4
45.0,14.0,0.0,23,Private,19450.0,SUV,no,0,1.0,Highly Urban/ Urban,5
50.0,13.0,54873.0,44,Commercial,16840.0,SUV,no,5,11.0,Highly Urban/ Urban,6
49.0,11.0,97623.0,44,Private,16160.0,Minivan,no,0,8.0,Highly Rural/ Rural,6
28.0,16.0,32509.0,39,Private,21200.0,Minivan,no,0,3.0,Highly Urban/ Urban,4
45.0,8.0,47389.0,23,Private,26730.0,Pickup,no,2,9.0,Highly Urban/ Urban,6
32.0,12.0,23504.0,11,Private,12770.0,Minivan,no,0,7.0,Highly Urban/ Urban,5
37.0,14.0,24736.0,34,Commercial,29620.0,Minivan,no,1,1.0,Highly Rural/ Rural,4
38.0,10.0,23536.0,84,Private,10430.0,SUV,no,0,1.0,Highly Rural/ Rural,5
52.0,13.0,49010.0,13,Commercial,14670.0,Minivan,yes,0,11.0,Highly Urban/ Urban,5
39.0,8.0,52589.0,55,Commercial,25580.0,Pickup,no,6,18.0,Highly Urban/ Urban,8
56.0,12.0,98830.0,28,Private,11380.0,Sports Car,no,0,14.0,Highly Urban/ Urban,6
56.0,12.0,25891.0,42,Private,19280.0,SUV,no,0,1.0,Highly Urban/ Urban,6
51.0,11.0,139745.0,12,Private,21220.0,Van,yes,0,9.0,Highly Urban/ Urban,7
59.0,9.0,28818.0,6,Private,29230.0,Pickup,no,1,1.0,Highly Rural/ Rural,5
31.0,11.0,86264.0,32,Private,14930.0,Minivan,no,0,18.0,Highly Rural/ Rural,5
43.0,11.0,79388.0,33,Commercial,13740.0,Minivan,no,2,6.0,Highly Urban/ Urban,6
54.0,10.0,122773.0,44,Commercial,7590.0,Pickup,yes,3,7.0,Highly Urban/ Urban,8
34.0,14.0,0.0,54,Commercial,5720.0,SUV,no,0,11.0,Highly Urban/ Urban,4
51.0,13.0,68245.0,20,Private,1530.0,Minivan,no,2,8.0,Highly Urban/ Urban,5
30.0,10.0,18721.0,9,Private,20650.0,SUV,no,0,1.0,Highly Rural/ Rural,4
48.0,12.0,144922.0,31,Commercial,33290.0,Panel Truck,no,0,20.0,Highly Urban/ Urban,8
51.0,11.0,93785.0,31,Private,6600.0,SUV,no,1,12.0,Highly Urban/ Urban,4
39.0,11.0,138.0,35,Private,7550.0,Pickup,yes,0,1.0,Highly Rural/ Rural,4
40.0,14.0,140171.0,16,Private,5600.0,Pickup,yes,8,6.0,Highly Urban/ Urban,7
59.0,15.0,43118.0,22,Commercial,25060.0,Sports Car,no,4,9.0,Highly Rural/ Rural,7
41.0,13.0,65885.0,51,Commercial,12190.0,SUV,no,4,8.0,Highly Urban/ Urban,8
57.0,8.0,38253.0,37,Private,9690.0,SUV,no,6,1.0,Highly Urban/ Urban,6
37.0,10.0,107937.0,35,Private,19130.0,SUV,no,1,12.0,Highly Urban/ Urban,5
52.0,9.0,22658.0,17,Commercial,30450.0,Panel Truck,yes,7,5.0,Highly Urban/ Urban,8
50.0,13.0,40854.0,23,Private,12490.0,Minivan,no,7,1.0,Highly Urban/ Urban,5
48.0,11.0,98569.0,51,Commercial,16550.0,Van,no,2,11.0,Highly Urban/ Urban,5
49.0,11.0,39220.0,34,Commercial,16430.0,SUV,no,11,7.0,Highly Urban/ Urban,8
41.0,16.0,9836.0,40,Private,27910.0,SUV,no,3,1.0,Highly Urban/ Urban,5
52.0,11.0,51446.0,19,Private,13330.0,Minivan,yes,2,7.0,Highly Urban/ Urban,6
47.0,14.0,66524.0,56,Private,12850.0,Minivan,yes,0,12.0,Highly Urban/ Urban,5
55.0,17.0,74027.0,17,Private,9740.0,SUV,no,0,11.0,Highly Urban/ Urban,4
50.0,12.0,46269.0,10,Private,19450.0,Pickup,no,5,21.0,Highly Urban/ Urban,7
61.0,14.0,62063.0,28,Private,14440.0,Sports Car,no,2,20.0,Highly Urban/ Urban,8
50.0,12.0,45215.0,33,Commercial,26460.0,Minivan,no,4,13.0,Highly Urban/ Urban,5
39.0,14.0,93077.0,29,Private,14710.0,Minivan,yes,0,1.0,Highly Rural/ Rural,4
55.0,9.0,162585.0,12,Private,17760.0,SUV,no,2,20.0,Highly Urban/ Urban,8
53.0,11.0,30319.0,8,Private,6800.0,SUV,no,2,1.0,Highly Urban/ Urban,4
49.0,0.0,0.0,69,Commercial,6400.0,Pickup,yes,7,1.0,Highly Urban/ Urban,7
55.0,9.0,70628.0,51,Commercial,18290.0,Van,yes,5,11.0,Highly Urban/ Urban,7
51.0,8.0,57906.0,51,Commercial,25780.0,Minivan,no,5,17.0,Highly Urban/ Urban,8
48.0,13.0,38896.0,75,Private,10190.0,Pickup,yes,1,1.0,Highly Rural/ Rural,6
51.0,11.0,38668.0,49,Private,1500.0,Minivan,yes,2,7.0,Highly Rural/ Rural,5
58.0,12.0,73463.0,34,Private,20710.0,Van,yes,2,18.0,Highly Urban/ Urban,7
39.0,10.0,58544.0,29,Private,26050.0,Minivan,no,4,9.0,Highly Rural/ Rural,6
57.0,14.0,106140.0,39,Private,7200.0,SUV,no,4,15.0,Highly Urban/ Urban,6
49.0,13.0,112039.0,34,Private,29650.0,Pickup,no,0,14.0,Highly Urban/ Urban,5
40.0,15.0,2660.0,48,Private,5770.0,Pickup,yes,3,6.0,Highly Rural/ Rural,5
37.0,15.0,54416.0,55,Private,15800.0,SUV,no,1,10.0,Highly Urban/ Urban,5
44.0,13.0,69236.0,38,Private,5800.0,Sports Car,no,0,1.0,Highly Urban/ Urban,6
39.0,15.0,12854.0,25,Commercial,12800.0,SUV,no,3,8.0,Highly Rural/ Rural,5
51.0,15.0,68128.0,25,Private,13410.0,Minivan,no,0,1.0,Highly Urban/ Urban,5
41.0,8.0,36807.0,37,Commercial,11030.0,Pickup,no,0,1.0,Highly Rural/ Rural,6
40.0,0.0,0.0,31,Private,7470.0,SUV,no,3,13.0,Highly Urban/ Urban,3
33.0,12.0,95584.0,27,Commercial,24610.0,Pickup,no,0,9.0,Highly Rural/ Rural,6
35.0,12.0,78582.0,28,Private,12860.0,Minivan,yes,1,6.0,Highly Urban/ Urban,6
55.0,5.0,30028.0,10,Private,9430.0,SUV,no,0,1.0,Highly Rural/ Rural,5
56.0,0.0,0.0,32,Private,1500.0,SUV,no,1,10.0,Highly Urban/ Urban,4
35.0,7.0,64379.0,88,Commercial,15030.0,Minivan,yes,0,12.0,Highly Rural/ Rural,6
32.0,11.0,62615.0,18,Commercial,24660.0,Panel Truck,no,4,14.0,Highly Urban/ Urban,5
45.0,0.0,0.0,40,Private,6000.0,SUV,no,1,11.0,Highly Urban/ Urban,4
54.0,12.0,38349.0,27,Private,10620.0,Sports Car,no,0,1.0,Highly Urban/ Urban,5
31.0,12.0,15292.0,24,Private,15190.0,SUV,no,1,1.0,Highly Rural/ Rural,4
33.0,14.0,82407.0,51,Commercial,4600.0,Pickup,no,0,6.0,Highly Urban/ Urban,6
48.0,12.0,0.0,31,Private,14040.0,Minivan,no,1,8.0,Highly Urban/ Urban,5
54.0,7.0,64155.0,34,Private,13320.0,SUV,no,1,17.0,Highly Urban/ Urban,7
49.0,10.0,42071.0,48,Private,10610.0,SUV,no,8,1.0,Highly Urban/ Urban,7
52.0,12.0,201192.0,34,Private,17210.0,Van,yes,3,17.0,Highly Urban/ Urban,7
42.0,8.0,52292.0,38,Commercial,22960.0,Panel Truck,yes,3,1.0,Highly Urban/ Urban,7
31.0,14.0,48317.0,41,Private,26130.0,SUV,no,0,1.0,Highly Urban/ Urban,5
46.0,7.0,44358.0,9,Private,10540.0,SUV,no,2,6.0,Highly Rural/ Rural,6
42.0,0.0,0.0,49,Commercial,24600.0,Panel Truck,no,0,7.0,Highly Rural/ Rural,6
30.0,10.0,63425.0,36,Private,17230.0,Minivan,no,6,9.0,Highly Urban/ Urban,7
48.0,12.0,64133.0,34,Private,7910.0,SUV,no,0,8.0,Highly Urban/ Urban,6
45.0,16.0,101470.0,25,Commercial,11840.0,SUV,no,3,11.0,Highly Urban/ Urban,6
32.0,0.0,0.0,36,Commercial,9150.0,Pickup,yes,4,1.0,Highly Urban/ Urban,6
26.0,7.0,110880.0,29,Private,3900.0,SUV,no,3,1.0,Highly Urban/ Urban,5
53.0,12.0,180034.0,27,Commercial,32950.0,Pickup,no,3,15.0,Highly Urban/ Urban,6
49.0,10.0,104462.0,32,Private,25630.0,Minivan,yes,0,13.0,Highly Urban/ Urban,6
56.0,14.0,142333.0,25,Private,21330.0,Minivan,no,0,12.0,Highly Urban/ Urban,5
53.0,11.0,114179.0,20,Private,23080.0,Minivan,no,4,16.0,Highly Urban/ Urban,7
46.0,13.0,0.0,34,Private,12360.0,Minivan,no,0,11.0,Highly Rural/ Rural,3
37.0,13.0,78341.0,47,Commercial,10890.0,Pickup,yes,2,11.0,Highly Urban/ Urban,6
47.0,8.0,94054.0,46,Commercial,6200.0,Pickup,yes,1,6.0,Highly Urban/ Urban,8
64.0,14.0,65398.0,53,Private,13810.0,Sports Car,no,0,15.0,Highly Urban/ Urban,6
33.0,6.0,28182.0,40,Private,7840.0,SUV,no,4,1.0,Highly Urban/ Urban,5
27.0,9.0,43915.0,39,Commercial,3260.0,Minivan,yes,2,1.0,Highly Urban/ Urban,5
42.0,7.0,58460.0,36,Private,20230.0,Minivan,no,1,4.0,Highly Rural/ Rural,5
44.0,10.0,67730.0,44,Private,16800.0,Pickup,no,1,1.0,Highly Rural/ Rural,6
41.0,3.0,85545.0,36,Private,6000.0,Sports Car,no,4,21.0,Highly Urban/ Urban,9
39.0,11.0,19785.0,5,Private,26210.0,Sports Car,no,0,8.0,Highly Urban/ Urban,6
38.0,12.0,730.0,80,Commercial,13830.0,SUV,no,0,9.0,Highly Rural/ Rural,6
52.0,7.0,115756.0,15,Commercial,16760.0,Van,no,3,1.0,Highly Urban/ Urban,6
51.0,15.0,57782.0,26,Commercial,12380.0,Pickup,no,1,6.0,Highly Urban/ Urban,7
25.0,14.0,59896.0,30,Private,11780.0,SUV,no,4,7.0,Highly Urban/ Urban,7
53.0,9.0,21267.0,35,Commercial,8930.0,Minivan,yes,0,1.0,Highly Rural/ Rural,5
35.0,10.0,86997.0,57,Commercial,28700.0,Pickup,no,4,16.0,Highly Urban/ Urban,8
37.0,0.0,0.0,40,Commercial,5200.0,Sports Car,no,0,8.0,Highly Urban/ Urban,6
56.0,13.0,231004.0,22,Commercial,30200.0,Panel Truck,no,0,17.0,Highly Urban/ Urban,9
37.0,11.0,45147.0,76,Private,11470.0,SUV,no,1,17.0,Highly Urban/ Urban,7
38.0,15.0,40342.0,5,Private,9330.0,Sports Car,no,0,14.0,Highly Rural/ Rural,3
51.0,0.0,0.0,30,Commercial,19480.0,Van,no,0,8.0,Highly Rural/ Rural,5
55.0,14.0,37523.0,28,Private,10750.0,SUV,no,0,1.0,Highly Urban/ Urban,5
35.0,14.0,65102.0,11,Commercial,15120.0,SUV,no,5,11.0,Highly Urban/ Urban,5
50.0,9.0,154602.0,36,Private,6500.0,Pickup,yes,1,11.0,Highly Urban/ Urban,6
55.0,6.0,48509.0,31,Commercial,6400.0,SUV,no,1,8.0,Highly Urban/ Urban,6
48.0,0.0,0.0,47,Commercial,7380.0,SUV,no,5,10.0,Highly Urban/ Urban,5
51.0,13.0,85345.0,37,Commercial,34270.0,Panel Truck,no,5,15.0,Highly Urban/ Urban,7
50.0,5.0,28299.0,40,Private,1500.0,Sports Car,no,0,11.0,Highly Urban/ Urban,6
53.0,12.0,58319.0,13,Private,12630.0,Minivan,yes,5,15.0,Highly Urban/ Urban,5
52.0,12.0,67096.0,38,Private,13410.0,SUV,no,0,15.0,Highly Urban/ Urban,5
46.0,10.0,132560.0,21,Private,14760.0,Minivan,yes,4,11.0,Highly Urban/ Urban,6
43.0,9.0,87597.0,41,Private,12530.0,SUV,no,0,5.0,Highly Rural/ Rural,6
57.0,5.0,40864.0,39,Private,12820.0,SUV,no,1,1.0,Highly Rural/ Rural,6
45.0,8.0,39472.0,31,Private,2230.0,Minivan,yes,5,9.0,Highly Urban/ Urban,6
45.0,16.0,65801.0,14,Commercial,16070.0,SUV,no,3,1.0,Highly Urban/ Urban,6
48.0,12.0,212960.0,13,Private,28530.0,Sports Car,no,0,14.0,Highly Urban/ Urban,6
35.0,12.0,66452.0,39,Private,23100.0,Minivan,yes,2,9.0,Highly Urban/ Urban,6
52.0,12.0,114635.0,30,Commercial,18160.0,Van,yes,3,1.0,Highly Urban/ Urban,6
47.0,0.0,0.0,52,Private,6200.0,Pickup,no,0,20.0,Highly Urban/ Urban,6
49.0,14.0,54639.0,50,Private,28140.0,Minivan,yes,0,1.0,Highly Rural/ Rural,5
47.0,12.0,62538.0,21,Private,20530.0,Minivan,no,1,15.0,Highly Urban/ Urban,4
60.0,12.0,35120.0,37,Commercial,17700.0,Van,no,1,5.0,Highly Urban/ Urban,6
46.0,7.0,37192.0,24,Commercial,6100.0,Pickup,no,4,1.0,Highly Urban/ Urban,6
55.0,13.0,70839.0,8,Commercial,24120.0,Panel Truck,yes,1,11.0,Highly Urban/ Urban,6
40.0,10.0,61758.0,45,Private,15220.0,SUV,no,0,20.0,Highly Urban/ Urban,7
42.0,0.0,0.0,64,Private,1500.0,Sports Car,no,2,6.0,Highly Rural/ Rural,6
41.0,8.0,104436.0,5,Commercial,26970.0,Pickup,no,4,9.0,Highly Urban/ Urban,8
53.0,0.0,0.0,28,Commercial,18070.0,Pickup,no,0,1.0,Highly Urban/ Urban,5
45.0,13.0,33464.0,18,Private,6000.0,Pickup,yes,7,1.0,Highly Urban/ Urban,6
44.0,15.0,30242.0,40,Private,8920.0,Minivan,no,5,8.0,Highly Urban/ Urban,6
39.0,12.0,33997.0,8,Private,22520.0,Pickup,no,0,6.0,Highly Urban/ Urban,5
48.0,12.0,0.0,51,Private,12100.0,Pickup,yes,0,1.0,Highly Rural/ Rural,5
58.0,0.0,0.0,51,Private,13140.0,Minivan,yes,9,1.0,Highly Urban/ Urban,7
51.0,7.0,133425.0,22,Private,19940.0,Minivan,no,0,18.0,Highly Urban/ Urban,7
39.0,14.0,30600.0,7,Commercial,12760.0,Minivan,yes,3,6.0,Highly Rural/ Rural,5
64.0,15.0,56744.0,35,Private,8810.0,Sports Car,no,1,1.0,Highly Urban/ Urban,6
44.0,7.0,109254.0,5,Private,24150.0,Sports Car,no,1,14.0,Highly Urban/ Urban,6
40.0,12.0,31311.0,12,Commercial,8630.0,Minivan,yes,1,1.0,Highly Rural/ Rural,4
39.0,9.0,30394.0,59,Private,8370.0,SUV,no,1,8.0,Highly Rural/ Rural,5
52.0,11.0,41367.0,7,Commercial,10840.0,Pickup,yes,2,8.0,Highly Urban/ Urban,7
58.0,12.0,195415.0,28,Private,26840.0,Pickup,no,2,7.0,Highly Urban/ Urban,7
48.0,14.0,78890.0,52,Private,19160.0,Minivan,no,3,14.0,Highly Urban/ Urban,5
46.0,0.0,0.0,37,Private,24700.0,Pickup,no,0,4.0,Highly Rural/ Rural,5
44.0,15.0,107278.0,35,Commercial,28590.0,Minivan,no,1,1.0,Highly Urban/ Urban,6
48.0,10.0,112684.0,38,Private,18060.0,Minivan,yes,1,12.0,Highly Urban/ Urban,6
47.0,14.0,19527.0,50,Commercial,8150.0,SUV,no,2,1.0,Highly Urban/ Urban,5
47.0,10.0,53564.0,29,Commercial,15420.0,Minivan,yes,0,1.0,Highly Urban/ Urban,6
